[0] reg4 = 103548; prev reg4 = -1
[9712] reg4 = 406493; prev reg4 = 4528207
[9713] reg4 = 4348800; prev reg4 = 406493
[9714] reg4 = 8065877; prev reg4 = 4348800
[9715] reg4 = 2202820; prev reg4 = 8065877
[9716] reg4 = 8133156; prev reg4 = 2202820
[9717] reg4 = 1935046; prev reg4 = 8133156
[9718] reg4 = 15831352; prev reg4 = 1935046
[9719] reg4 = 6071741; prev reg4 = 15831352
[9720] reg4 = 3047796; prev reg4 = 6071741
[9721] reg4 = 4000395; prev reg4 = 3047796
[9722] reg4 = 5350875; prev reg4 = 4000395
[9723] reg4 = 11813418; prev reg4 = 5350875
[9724] reg4 = 3370248; prev reg4 = 11813418
[9725] reg4 = 5498559; prev reg4 = 3370248
[9726] reg4 = 449765; prev reg4 = 5498559
[9727] reg4 = 199225; prev reg4 = 449765
[9728] reg4 = 8962311; prev reg4 = 199225
[9729] reg4 = 8808722; prev reg4 = 8962311
[9730] reg4 = 7925301; prev reg4 = 8808722
[9731] reg4 = 5137361; prev reg4 = 7925301
[9732] reg4 = 13693028; prev reg4 = 5137361
[9733] reg4 = 3889480; prev reg4 = 13693028
[9734] reg4 = 11718755; prev reg4 = 3889480
[9735] reg4 = 1571659; prev reg4 = 11718755
[9736] reg4 = 5172066; prev reg4 = 1571659
[9737] reg4 = 7789231; prev reg4 = 5172066
[9738] reg4 = 12397077; prev reg4 = 7789231
[9739] reg4 = 9774137; prev reg4 = 12397077
[9740] reg4 = 775895; prev reg4 = 9774137
[9741] reg4 = 11727621; prev reg4 = 775895
[9742] reg4 = 14119964; prev reg4 = 11727621
[9743] reg4 = 4331734; prev reg4 = 14119964
[9744] reg4 = 9724108; prev reg4 = 4331734
[9745] reg4 = 7798236; prev reg4 = 9724108
[9746] reg4 = 2114551; prev reg4 = 7798236
[9747] reg4 = 5966940; prev reg4 = 2114551
[9748] reg4 = 3891866; prev reg4 = 5966940
[9749] reg4 = 14252922; prev reg4 = 3891866
[9750] reg4 = 16061749; prev reg4 = 14252922
[9751] reg4 = 11584724; prev reg4 = 16061749
[9752] reg4 = 1775724; prev reg4 = 11584724
[9753] reg4 = 6876598; prev reg4 = 1775724
[9754] reg4 = 14241851; prev reg4 = 6876598
[9755] reg4 = 8021941; prev reg4 = 14241851
[9756] reg4 = 13967512; prev reg4 = 8021941
[9757] reg4 = 12183936; prev reg4 = 13967512
[9758] reg4 = 12795205; prev reg4 = 12183936
[9759] reg4 = 9220102; prev reg4 = 12795205
[9760] reg4 = 2974754; prev reg4 = 9220102
[9761] reg4 = 3417642; prev reg4 = 2974754
[9762] reg4 = 1207116; prev reg4 = 3417642
[9763] reg4 = 13515257; prev reg4 = 1207116
[9764] reg4 = 10723458; prev reg4 = 13515257
[9765] reg4 = 1970168; prev reg4 = 10723458
[9766] reg4 = 8214597; prev reg4 = 1970168
[9767] reg4 = 955975; prev reg4 = 8214597
[9768] reg4 = 16407489; prev reg4 = 955975
[9769] reg4 = 7342416; prev reg4 = 16407489
[9770] reg4 = 9381309; prev reg4 = 7342416
[9771] reg4 = 6253530; prev reg4 = 9381309
[9772] reg4 = 13425607; prev reg4 = 6253530
[9773] reg4 = 6311560; prev reg4 = 13425607
[9774] reg4 = 13106450; prev reg4 = 6311560
[9775] reg4 = 10148841; prev reg4 = 13106450
[9776] reg4 = 13847208; prev reg4 = 10148841
[9777] reg4 = 7740980; prev reg4 = 13847208
[9778] reg4 = 12930648; prev reg4 = 7740980
[9779] reg4 = 4406094; prev reg4 = 12930648
[9780] reg4 = 8893439; prev reg4 = 4406094
[9781] reg4 = 6926470; prev reg4 = 8893439
[9782] reg4 = 7821974; prev reg4 = 6926470
[9783] reg4 = 4344186; prev reg4 = 7821974
[9784] reg4 = 2996321; prev reg4 = 4344186
[9785] reg4 = 4670283; prev reg4 = 2996321
[9786] reg4 = 4012666; prev reg4 = 4670283
[9787] reg4 = 8357640; prev reg4 = 4012666
[9788] reg4 = 9476429; prev reg4 = 8357640
[9789] reg4 = 2246196; prev reg4 = 9476429
[9790] reg4 = 3228708; prev reg4 = 2246196
[9791] reg4 = 4296028; prev reg4 = 3228708
[9792] reg4 = 16424181; prev reg4 = 4296028
[9793] reg4 = 4553509; prev reg4 = 16424181
[9794] reg4 = 12786634; prev reg4 = 4553509
[9795] reg4 = 6474387; prev reg4 = 12786634
[9796] reg4 = 10537237; prev reg4 = 6474387
[9797] reg4 = 10661228; prev reg4 = 10537237
[9798] reg4 = 11224123; prev reg4 = 10661228
[9799] reg4 = 2885071; prev reg4 = 11224123
[9800] reg4 = 5506970; prev reg4 = 2885071
[9801] reg4 = 2795669; prev reg4 = 5506970
[9802] reg4 = 12703169; prev reg4 = 2795669
[9803] reg4 = 2556732; prev reg4 = 12703169
[9804] reg4 = 13858301; prev reg4 = 2556732
[9805] reg4 = 6011606; prev reg4 = 13858301
[9806] reg4 = 6175718; prev reg4 = 6011606
[9807] reg4 = 8826107; prev reg4 = 6175718
[9808] reg4 = 7220267; prev reg4 = 8826107
[9809] reg4 = 6400563; prev reg4 = 7220267
[9810] reg4 = 13357055; prev reg4 = 6400563
[9811] reg4 = 5135662; prev reg4 = 13357055
[9812] reg4 = 11048757; prev reg4 = 5135662
[9813] reg4 = 1424130; prev reg4 = 11048757
[9814] reg4 = 15296161; prev reg4 = 1424130
[9815] reg4 = 688989; prev reg4 = 15296161
[9816] reg4 = 5837180; prev reg4 = 688989
[9817] reg4 = 849857; prev reg4 = 5837180
[9818] reg4 = 2252946; prev reg4 = 849857
[9819] reg4 = 15364456; prev reg4 = 2252946
[9820] reg4 = 4167083; prev reg4 = 15364456
[9821] reg4 = 3714436; prev reg4 = 4167083
[9822] reg4 = 11883957; prev reg4 = 3714436
[9823] reg4 = 14631380; prev reg4 = 11883957
[9824] reg4 = 12580091; prev reg4 = 14631380
[9825] reg4 = 6766491; prev reg4 = 12580091
[9826] reg4 = 8533734; prev reg4 = 6766491
[9827] reg4 = 7524970; prev reg4 = 8533734
[9828] reg4 = 11119682; prev reg4 = 7524970
[9829] reg4 = 861286; prev reg4 = 11119682
[9830] reg4 = 6148246; prev reg4 = 861286
[9831] reg4 = 12150242; prev reg4 = 6148246
[9832] reg4 = 4074919; prev reg4 = 12150242
[9833] reg4 = 6562064; prev reg4 = 4074919
[9834] reg4 = 9191761; prev reg4 = 6562064
[9835] reg4 = 15778364; prev reg4 = 9191761
[9836] reg4 = 13147250; prev reg4 = 15778364
[9837] reg4 = 9860550; prev reg4 = 13147250
[9838] reg4 = 1314797; prev reg4 = 9860550
[9839] reg4 = 4051590; prev reg4 = 1314797
[9840] reg4 = 16480452; prev reg4 = 4051590
[9841] reg4 = 16182590; prev reg4 = 16480452
[9842] reg4 = 2151085; prev reg4 = 16182590
[9843] reg4 = 10281397; prev reg4 = 2151085
[9844] reg4 = 15244536; prev reg4 = 10281397
[9845] reg4 = 4322968; prev reg4 = 15244536
[9846] reg4 = 12017226; prev reg4 = 4322968
[9847] reg4 = 7423610; prev reg4 = 12017226
[9848] reg4 = 13889904; prev reg4 = 7423610
[9849] reg4 = 5223099; prev reg4 = 13889904
[9850] reg4 = 972889; prev reg4 = 5223099
[9851] reg4 = 167241; prev reg4 = 972889
[9852] reg4 = 6286050; prev reg4 = 167241
[9853] reg4 = 1906726; prev reg4 = 6286050
[9854] reg4 = 1487322; prev reg4 = 1906726
[9855] reg4 = 9778245; prev reg4 = 1487322
[9856] reg4 = 12998219; prev reg4 = 9778245
[9857] reg4 = 12985269; prev reg4 = 12998219
[9858] reg4 = 12636984; prev reg4 = 12985269
[9859] reg4 = 14488927; prev reg4 = 12636984
[9860] reg4 = 6604906; prev reg4 = 14488927
[9861] reg4 = 2850094; prev reg4 = 6604906
[9862] reg4 = 8698697; prev reg4 = 2850094
[9863] reg4 = 11739254; prev reg4 = 8698697
[9864] reg4 = 15889988; prev reg4 = 11739254
[9865] reg4 = 13677300; prev reg4 = 15889988
[9866] reg4 = 10919722; prev reg4 = 13677300
[9867] reg4 = 10376803; prev reg4 = 10919722
[9868] reg4 = 1217221; prev reg4 = 10376803
[9869] reg4 = 182115; prev reg4 = 1217221
[9870] reg4 = 13560122; prev reg4 = 182115
[9871] reg4 = 8723909; prev reg4 = 13560122
[9872] reg4 = 12331644; prev reg4 = 8723909
[9873] reg4 = 9030046; prev reg4 = 12331644
[9874] reg4 = 2388943; prev reg4 = 9030046
[9875] reg4 = 1910720; prev reg4 = 2388943
[9876] reg4 = 11232415; prev reg4 = 1910720
[9877] reg4 = 1207643; prev reg4 = 11232415
[9878] reg4 = 13051976; prev reg4 = 1207643
[9879] reg4 = 15143294; prev reg4 = 13051976
[9880] reg4 = 10844609; prev reg4 = 15143294
[9881] reg4 = 6938892; prev reg4 = 10844609
[9882] reg4 = 8314993; prev reg4 = 6938892
[9883] reg4 = 11004329; prev reg4 = 8314993
[9884] reg4 = 7892234; prev reg4 = 11004329
[9885] reg4 = 10748583; prev reg4 = 7892234
[9886] reg4 = 8535199; prev reg4 = 10748583
[9887] reg4 = 2738107; prev reg4 = 8535199
[9888] reg4 = 10541988; prev reg4 = 2738107
[9889] reg4 = 9040075; prev reg4 = 10541988
[9890] reg4 = 15177877; prev reg4 = 9040075
[9891] reg4 = 16692421; prev reg4 = 15177877
[9892] reg4 = 10515097; prev reg4 = 16692421
[9893] reg4 = 12278617; prev reg4 = 10515097
[9894] reg4 = 3550424; prev reg4 = 12278617
[9895] reg4 = 7487202; prev reg4 = 3550424
[9896] reg4 = 1007670; prev reg4 = 7487202
[9897] reg4 = 1517368; prev reg4 = 1007670
[9898] reg4 = 1069061; prev reg4 = 1517368
[9899] reg4 = 11195035; prev reg4 = 1069061
[9900] reg4 = 13641613; prev reg4 = 11195035
[9901] reg4 = 6848338; prev reg4 = 13641613
[9902] reg4 = 2233425; prev reg4 = 6848338
[9903] reg4 = 9285993; prev reg4 = 2233425
[9904] reg4 = 15112948; prev reg4 = 9285993
[9905] reg4 = 8158468; prev reg4 = 15112948
[9906] reg4 = 723441; prev reg4 = 8158468
[9907] reg4 = 3614030; prev reg4 = 723441
[9908] reg4 = 15427349; prev reg4 = 3614030
[9909] reg4 = 3935112; prev reg4 = 15427349
[9910] reg4 = 1774491; prev reg4 = 3935112
[9911] reg4 = 1397590; prev reg4 = 1774491
[9912] reg4 = 12621493; prev reg4 = 1397590
[9913] reg4 = 12846033; prev reg4 = 12621493
[9914] reg4 = 4624982; prev reg4 = 12846033
[9915] reg4 = 1804578; prev reg4 = 4624982
[9916] reg4 = 5927265; prev reg4 = 1804578
[9917] reg4 = 9225014; prev reg4 = 5927265
[9918] reg4 = 2025325; prev reg4 = 9225014
[9919] reg4 = 1835852; prev reg4 = 2025325
[9920] reg4 = 1518847; prev reg4 = 1835852
[9921] reg4 = 1024551; prev reg4 = 1518847
[9922] reg4 = 8319501; prev reg4 = 1024551
[9923] reg4 = 15862335; prev reg4 = 8319501
[9924] reg4 = 9912137; prev reg4 = 15862335
[9925] reg4 = 2353248; prev reg4 = 9912137
[9926] reg4 = 12114810; prev reg4 = 2353248
[9927] reg4 = 14019893; prev reg4 = 12114810
[9928] reg4 = 13820812; prev reg4 = 14019893
[9929] reg4 = 501169; prev reg4 = 13820812
[9930] reg4 = 10335134; prev reg4 = 501169
[9931] reg4 = 11031621; prev reg4 = 10335134
[9932] reg4 = 14338503; prev reg4 = 11031621
[9933] reg4 = 4075872; prev reg4 = 14338503
[9934] reg4 = 7016687; prev reg4 = 4075872
[9935] reg4 = 7735255; prev reg4 = 7016687
[9936] reg4 = 7690386; prev reg4 = 7735255
[9937] reg4 = 8179686; prev reg4 = 7690386
[9938] reg4 = 8809081; prev reg4 = 8179686
[9939] reg4 = 4560467; prev reg4 = 8809081
[9940] reg4 = 7011383; prev reg4 = 4560467
[9941] reg4 = 1715899; prev reg4 = 7011383
[9942] reg4 = 7939897; prev reg4 = 1715899
[9943] reg4 = 7845710; prev reg4 = 7939897
[9944] reg4 = 6115159; prev reg4 = 7845710
[9945] reg4 = 11390524; prev reg4 = 6115159
[9946] reg4 = 10771634; prev reg4 = 11390524
[9947] reg4 = 11053370; prev reg4 = 10771634
[9948] reg4 = 6175139; prev reg4 = 11053370
[9949] reg4 = 9502160; prev reg4 = 6175139
[9950] reg4 = 5361; prev reg4 = 9502160
[9951] reg4 = 7681299; prev reg4 = 5361
[9952] reg4 = 9118574; prev reg4 = 7681299
[9953] reg4 = 2843423; prev reg4 = 9118574
[9954] reg4 = 4950946; prev reg4 = 2843423
[9955] reg4 = 11068515; prev reg4 = 4950946
[9956] reg4 = 15606673; prev reg4 = 11068515
[9957] reg4 = 3805252; prev reg4 = 15606673
[9958] reg4 = 432214; prev reg4 = 3805252
[9959] reg4 = 15417016; prev reg4 = 432214
[9960] reg4 = 12313792; prev reg4 = 15417016
[9961] reg4 = 12863294; prev reg4 = 12313792
[9962] reg4 = 14469073; prev reg4 = 12863294
[9963] reg4 = 12634626; prev reg4 = 14469073
[9964] reg4 = 4096860; prev reg4 = 12634626
[9965] reg4 = 8945381; prev reg4 = 4096860
[9966] reg4 = 3457697; prev reg4 = 8945381
[9967] reg4 = 16154269; prev reg4 = 3457697
[9968] reg4 = 4548419; prev reg4 = 16154269
[9969] reg4 = 7649040; prev reg4 = 4548419
[9970] reg4 = 3010663; prev reg4 = 7649040
[9971] reg4 = 10814901; prev reg4 = 3010663
[9972] reg4 = 5132628; prev reg4 = 10814901
[9973] reg4 = 4270811; prev reg4 = 5132628
[9974] reg4 = 14343319; prev reg4 = 4270811
[9975] reg4 = 6100363; prev reg4 = 14343319
[9976] reg4 = 12185902; prev reg4 = 6100363
[9977] reg4 = 16040055; prev reg4 = 12185902
[9978] reg4 = 3892173; prev reg4 = 16040055
[9979] reg4 = 11100860; prev reg4 = 3892173
[9980] reg4 = 15555194; prev reg4 = 11100860
[9981] reg4 = 3200952; prev reg4 = 15555194
[9982] reg4 = 1736083; prev reg4 = 3200952
[9983] reg4 = 6263128; prev reg4 = 1736083
[9984] reg4 = 6643991; prev reg4 = 6263128
[9985] reg4 = 11466198; prev reg4 = 6643991
[9986] reg4 = 8082341; prev reg4 = 11466198
[9987] reg4 = 10953972; prev reg4 = 8082341
[9988] reg4 = 11198718; prev reg4 = 10953972
[9989] reg4 = 8487364; prev reg4 = 11198718
[9990] reg4 = 1333441; prev reg4 = 8487364
[9991] reg4 = 47875; prev reg4 = 1333441
[9992] reg4 = 14296728; prev reg4 = 47875
[9993] reg4 = 13632088; prev reg4 = 14296728
[9994] reg4 = 3046758; prev reg4 = 13632088
[9995] reg4 = 10023709; prev reg4 = 3046758
[9996] reg4 = 3274502; prev reg4 = 10023709
[9997] reg4 = 12165885; prev reg4 = 3274502
[9998] reg4 = 3805309; prev reg4 = 12165885
[9999] reg4 = 1812177; prev reg4 = 3805309
[10000] reg4 = 2448659; prev reg4 = 1812177
[10001] reg4 = 16457446; prev reg4 = 2448659
[10002] reg4 = 11221818; prev reg4 = 16457446
[10003] reg4 = 9375995; prev reg4 = 11221818
[10004] reg4 = 13930183; prev reg4 = 9375995
[10005] reg4 = 7309371; prev reg4 = 13930183
[10006] reg4 = 5269983; prev reg4 = 7309371
[10007] reg4 = 2560026; prev reg4 = 5269983
[10008] reg4 = 2512476; prev reg4 = 2560026
[10009] reg4 = 7856728; prev reg4 = 2512476
[10010] reg4 = 14049192; prev reg4 = 7856728
[10011] reg4 = 3300621; prev reg4 = 14049192
[10012] reg4 = 15468750; prev reg4 = 3300621
[10013] reg4 = 9978802; prev reg4 = 15468750
[10014] reg4 = 8672293; prev reg4 = 9978802
[10015] reg4 = 1772635; prev reg4 = 8672293
[10016] reg4 = 16132999; prev reg4 = 1772635
[10017] reg4 = 13735462; prev reg4 = 16132999
[10018] reg4 = 1902628; prev reg4 = 13735462
[10019] reg4 = 9227684; prev reg4 = 1902628
[10020] reg4 = 10858065; prev reg4 = 9227684
[10021] reg4 = 134409; prev reg4 = 10858065
[10022] reg4 = 2587042; prev reg4 = 134409
[10023] reg4 = 5537877; prev reg4 = 2587042
[10024] reg4 = 16027559; prev reg4 = 5537877
[10025] reg4 = 13381108; prev reg4 = 16027559
[10026] reg4 = 6893409; prev reg4 = 13381108
[10027] reg4 = 15344478; prev reg4 = 6893409
[10028] reg4 = 4072975; prev reg4 = 15344478
[10029] reg4 = 10042553; prev reg4 = 4072975
[10030] reg4 = 12470107; prev reg4 = 10042553
[10031] reg4 = 6534326; prev reg4 = 12470107
[10032] reg4 = 12233864; prev reg4 = 6534326
[10033] reg4 = 7568542; prev reg4 = 12233864
[10034] reg4 = 1409784; prev reg4 = 7568542
[10035] reg4 = 8160050; prev reg4 = 1409784
[10036] reg4 = 16429361; prev reg4 = 8160050
[10037] reg4 = 4523206; prev reg4 = 16429361
[10038] reg4 = 6842366; prev reg4 = 4523206
[10039] reg4 = 2480829; prev reg4 = 6842366
[10040] reg4 = 11453017; prev reg4 = 2480829
[10041] reg4 = 1258563; prev reg4 = 11453017
[10042] reg4 = 3794255; prev reg4 = 1258563
[10043] reg4 = 16011518; prev reg4 = 3794255
[10044] reg4 = 4874914; prev reg4 = 16011518
[10045] reg4 = 1078466; prev reg4 = 4874914
[10046] reg4 = 10608102; prev reg4 = 1078466
[10047] reg4 = 8045475; prev reg4 = 10608102
[10048] reg4 = 2006334; prev reg4 = 8045475
[10049] reg4 = 13026965; prev reg4 = 2006334
[10050] reg4 = 11469987; prev reg4 = 13026965
[10051] reg4 = 2678515; prev reg4 = 11469987
[10052] reg4 = 1657963; prev reg4 = 2678515
[10053] reg4 = 4365345; prev reg4 = 1657963
[10054] reg4 = 8782209; prev reg4 = 4365345
[10055] reg4 = 13851402; prev reg4 = 8782209
[10056] reg4 = 13521219; prev reg4 = 13851402
[10057] reg4 = 7290584; prev reg4 = 13521219
[10058] reg4 = 14335820; prev reg4 = 7290584
[10059] reg4 = 7879237; prev reg4 = 14335820
[10060] reg4 = 12205805; prev reg4 = 7879237
[10061] reg4 = 9256415; prev reg4 = 12205805
[10062] reg4 = 4386146; prev reg4 = 9256415
[10063] reg4 = 1756957; prev reg4 = 4386146
[10064] reg4 = 5431896; prev reg4 = 1756957
[10065] reg4 = 11676828; prev reg4 = 5431896
[10066] reg4 = 13323074; prev reg4 = 11676828
[10067] reg4 = 5655683; prev reg4 = 13323074
[10068] reg4 = 16096211; prev reg4 = 5655683
[10069] reg4 = 12725476; prev reg4 = 16096211
[10070] reg4 = 3758410; prev reg4 = 12725476
[10071] reg4 = 12224051; prev reg4 = 3758410
[10072] reg4 = 12971417; prev reg4 = 12224051
[10073] reg4 = 11066696; prev reg4 = 12971417
[10074] reg4 = 8573889; prev reg4 = 11066696
[10075] reg4 = 3712480; prev reg4 = 8573889
[10076] reg4 = 11824577; prev reg4 = 3712480
[10077] reg4 = 5887760; prev reg4 = 11824577
[10078] reg4 = 1187795; prev reg4 = 5887760
[10079] reg4 = 4037330; prev reg4 = 1187795
[10080] reg4 = 2902256; prev reg4 = 4037330
[10081] reg4 = 8201400; prev reg4 = 2902256
[10082] reg4 = 6095356; prev reg4 = 8201400
[10083] reg4 = 16710493; prev reg4 = 6095356
[10084] reg4 = 9417264; prev reg4 = 16710493
[10085] reg4 = 11244040; prev reg4 = 9417264
[10086] reg4 = 325028; prev reg4 = 11244040
[10087] reg4 = 14506593; prev reg4 = 325028
[10088] reg4 = 10960109; prev reg4 = 14506593
[10089] reg4 = 13179921; prev reg4 = 10960109
[10090] reg4 = 12426707; prev reg4 = 13179921
[10091] reg4 = 3793646; prev reg4 = 12426707
[10092] reg4 = 7413856; prev reg4 = 3793646
[10093] reg4 = 4532620; prev reg4 = 7413856
[10094] reg4 = 8839661; prev reg4 = 4532620
[10095] reg4 = 14856174; prev reg4 = 8839661
[10096] reg4 = 1279635; prev reg4 = 14856174
[10097] reg4 = 15703681; prev reg4 = 1279635
[10098] reg4 = 11901431; prev reg4 = 15703681
[10099] reg4 = 8439902; prev reg4 = 11901431
[10100] reg4 = 872702; prev reg4 = 8439902
[10101] reg4 = 6363562; prev reg4 = 872702
[10102] reg4 = 11841483; prev reg4 = 6363562
[10103] reg4 = 3876352; prev reg4 = 11841483
[10104] reg4 = 5000752; prev reg4 = 3876352
[10105] reg4 = 533550; prev reg4 = 5000752
[10106] reg4 = 4823234; prev reg4 = 533550
[10107] reg4 = 3837778; prev reg4 = 4823234
[10108] reg4 = 7601831; prev reg4 = 3837778
[10109] reg4 = 15901653; prev reg4 = 7601831
[10110] reg4 = 9042044; prev reg4 = 15901653
[10111] reg4 = 2601152; prev reg4 = 9042044
[10112] reg4 = 5171150; prev reg4 = 2601152
[10113] reg4 = 2343631; prev reg4 = 5171150
[10114] reg4 = 12844033; prev reg4 = 2343631
[10115] reg4 = 7090689; prev reg4 = 12844033
[10116] reg4 = 10719765; prev reg4 = 7090689
[10117] reg4 = 3938947; prev reg4 = 10719765
[10118] reg4 = 11202259; prev reg4 = 3938947
[10119] reg4 = 8431089; prev reg4 = 11202259
[10120] reg4 = 5207388; prev reg4 = 8431089
[10121] reg4 = 13135735; prev reg4 = 5207388
[10122] reg4 = 11946208; prev reg4 = 13135735
[10123] reg4 = 12198710; prev reg4 = 11946208
[10124] reg4 = 4945159; prev reg4 = 12198710
[10125] reg4 = 2572860; prev reg4 = 4945159
[10126] reg4 = 16523652; prev reg4 = 2572860
[10127] reg4 = 5828213; prev reg4 = 16523652
[10128] reg4 = 6638385; prev reg4 = 5828213
[10129] reg4 = 10295902; prev reg4 = 6638385
[10130] reg4 = 5742324; prev reg4 = 10295902
[10131] reg4 = 4963256; prev reg4 = 5742324
[10132] reg4 = 9721397; prev reg4 = 4963256
[10133] reg4 = 2682285; prev reg4 = 9721397
[10134] reg4 = 7157392; prev reg4 = 2682285
[10135] reg4 = 12234582; prev reg4 = 7157392
[10136] reg4 = 556179; prev reg4 = 12234582
[10137] reg4 = 7697689; prev reg4 = 556179
[10138] reg4 = 11074464; prev reg4 = 7697689
[10139] reg4 = 8315383; prev reg4 = 11074464
[10140] reg4 = 737236; prev reg4 = 8315383
[10141] reg4 = 3850989; prev reg4 = 737236
[10142] reg4 = 7204803; prev reg4 = 3850989
[10143] reg4 = 13405072; prev reg4 = 7204803
[10144] reg4 = 13901539; prev reg4 = 13405072
[10145] reg4 = 7762015; prev reg4 = 13901539
[10146] reg4 = 13053835; prev reg4 = 7762015
[10147] reg4 = 1363526; prev reg4 = 13053835
[10148] reg4 = 3940456; prev reg4 = 1363526
[10149] reg4 = 3654248; prev reg4 = 3940456
[10150] reg4 = 14906104; prev reg4 = 3654248
[10151] reg4 = 13335484; prev reg4 = 14906104
[10152] reg4 = 2608833; prev reg4 = 13335484
[10153] reg4 = 10753487; prev reg4 = 2608833
[10154] reg4 = 5037394; prev reg4 = 10753487
[10155] reg4 = 5696651; prev reg4 = 5037394
[10156] reg4 = 1978891; prev reg4 = 5696651
[10157] reg4 = 8765113; prev reg4 = 1978891
[10158] reg4 = 5999857; prev reg4 = 8765113
[10159] reg4 = 1112937; prev reg4 = 5999857
[10160] reg4 = 14333082; prev reg4 = 1112937
[10161] reg4 = 11222428; prev reg4 = 14333082
[10162] reg4 = 1797683; prev reg4 = 11222428
[10163] reg4 = 14993761; prev reg4 = 1797683
[10164] reg4 = 5797500; prev reg4 = 14993761
[10165] reg4 = 4590270; prev reg4 = 5797500
[10166] reg4 = 5478546; prev reg4 = 4590270
[10167] reg4 = 5983728; prev reg4 = 5478546
[10168] reg4 = 14906255; prev reg4 = 5983728
[10169] reg4 = 10821738; prev reg4 = 14906255
[10170] reg4 = 11144838; prev reg4 = 10821738
[10171] reg4 = 524058; prev reg4 = 11144838
[10172] reg4 = 11580339; prev reg4 = 524058
[10173] reg4 = 2261872; prev reg4 = 11580339
[10174] reg4 = 13471149; prev reg4 = 2261872
[10175] reg4 = 1120700; prev reg4 = 13471149
[10176] reg4 = 12303409; prev reg4 = 1120700
[10177] reg4 = 5031929; prev reg4 = 12303409
[10178] reg4 = 15887050; prev reg4 = 5031929
[10179] reg4 = 3925434; prev reg4 = 15887050
[10180] reg4 = 16673413; prev reg4 = 3925434
[10181] reg4 = 16290911; prev reg4 = 16673413
[10182] reg4 = 11160037; prev reg4 = 16290911
[10183] reg4 = 10379914; prev reg4 = 11160037
[10184] reg4 = 15746070; prev reg4 = 10379914
[10185] reg4 = 12488978; prev reg4 = 15746070
[10186] reg4 = 7449221; prev reg4 = 12488978
[10187] reg4 = 6977861; prev reg4 = 7449221
[10188] reg4 = 13948570; prev reg4 = 6977861
[10189] reg4 = 5607852; prev reg4 = 13948570
[10190] reg4 = 15965733; prev reg4 = 5607852
[10191] reg4 = 16413135; prev reg4 = 15965733
[10192] reg4 = 4477376; prev reg4 = 16413135
[10193] reg4 = 4460465; prev reg4 = 4477376
[10194] reg4 = 4879138; prev reg4 = 4460465
[10195] reg4 = 16415115; prev reg4 = 4879138
[10196] reg4 = 12181884; prev reg4 = 16415115
[10197] reg4 = 15709745; prev reg4 = 12181884
[10198] reg4 = 7405919; prev reg4 = 15709745
